1825513929,8553385
1821289001,59169500
1764495953,23974167
1986848022,3191456
2463307474,7845311
2627431440,8371694
2375262549,7489142
2472998121,10998790
2721986425,11937642
2758532810,3906531
2946507538,3651236
2967074979,3135566
3098027997,4978317
3098768265,4788604
3087529627,11328986
3033706683,7975355
3035122115,6000201
2975162463,8024531
4072104418,3959691
3032055744,18732444
3031955216,18473834
3039626269,14732596
3199809744,13367911
3218960375,11418044
3638700087,7358826
3555325249,10797840
3936228257,7931841
4137985072,3552384
3144952929,5591283
2954967471,8784401
3232458933,6492428
3201206699,3300028
3676294544,3137314
3578242459,11477645
3948053087,7090805
4121130538,3206798
3141125652,11068077
2862063635,1456996
3213288377,2968233
3201399943,15831919
3614745979,15039958
3542624442,4604451
3955935096,4147305
4129098601,5721470
3013561583,19355556
2901906603,5551572
3231433491,6845042
3237906365,13788261
3416725873,9661143
3445323811,2718573
3904150549,13941531
4049665900,12690033
2720515111,2971357
2836311964,9967804
3129127171,6794087
3150580856,7255419
3292196944,17901720
3259393046,7520850
3915641014,3211840
4022528869,2944738
2828814061,2926509
2682390171,2246984
3191474506,2554573
3197216007,6216583
3418129378,6612731
3421427459,10157585
4080678853,11369508
4112028714,6710236
2711163956,12214225
2750993529,11856280
3230128627,3326114
3269966900,16167315
3394234085,3277700
3413895909,1371944
4007271600,15775258
4012964604,13479204
2749135335,20802314
2761826981,18959510
3282667158,19338351
3264062157,2920444
3485765996,7527180
3513249592,7487767
4190824075,2894190
2765661575,5533824
4179581053,13367887
2803125397,3825360
3349622722,7201398
3347422577,9621042
3437230490,3001029
3446670752,10875174
4140120663,5482832
4141059999,2492001
2759902691,22560651
2774809739,23918917
3330351591,12563603
3364578638,11169056
3359715879,7328976
3372426438,3341243
4013345362,2855378
4036662914,10146271
2765812302,12881707
2775191686,7914431
3243416834,9290427
3253067133,3279044
3454295747,23920403
3457323599,4927835
4013364413,6801902
4022518425,11619745
2848991950,3404947
2840599614,5397157
3137534094,3505996
3157252174,4578242
3403375401,9958518
3446868628,2600590
3970148554,1616468
3987123045,2781162
2824912335,3197613
2827285266,4727631
3318397391,10849665
3327263760,14405336
3526756132,5572623
3534827373,5201735
4148550803,32117372
4216479876,4591676
3009561977,14632613
3030102378,5537959
3368960183,3984458
3365114664,10289847
3446240071,3052864
3459687144,2590819
3954406667,8906672
3998011653,8241128
2775220273,10548228
2798990257,2827620
3109394390,12074903
3160321728,10065660
3404366310,2013800
3413842779,3029755
3946024896,8635245
3962202424,3223979
2771984080,4437127
2768250757,1257477
3147892343,8005305
3180354449,3171078
3419928868,7521301
3454171654,3530070
3919347957,12012809
3927704257,4960969
2671110215,10803078
2715282755,11227830
3151115992,22612077
3174485860,2896705
3376532122,1056702
3404253010,7563447
3960255889,10204191
3974988059,2752244
2670240849,17855555
2687781002,16900979
3131185771,12198345
3137818753,6141132
3276678303,12390820
3305679490,8339561
3917352560,8628403
3930812124,6533310
2718926140,3308361
2732205863,27247299
3183310618,10874232
3206025002,8891490
3417168990,30161146
3304621397,5131946
4095381651,2964468
4110987944,20594359
2818120463,9113399
2778950675,17104849
3221929603,6924955
3218367693,4186687
3419844716,10154863
3478689529,8907620
3966388884,5318726
3973575792,1472176
2704717126,5804667
2686780092,2487685
3223110011,5431665
3240099630,1467605
3413125233,3269218
3356479481,3131135
3858442683,14521789
3955866167,26874667
2643997758,5863991
2674956270,7384819
3126270546,8909436
3174849543,3088141
